SubjectID,problems_attempted,total_attempts,total_solved,completion_rate,avg_attempts,std_attempts,max_retries,min_attempts,proportion_reattempts,success_rate,first_attempt_success_rate,avg_score,std_score,compile_error_rate,active_days,avg_events_per_day,total_events,X-Grade,Cluster
8c47875987c7407e6f060ddc413ab2f1ec8b5473085578e448ad4e40fa5a8864,30,157,30,1.0,5.233333333333333,5.53,21,1,0.809,1.0,0.367,0.381,0.422,0.454,62,12.42,770,69.8,1
8c496c831c776415f7491e6de8457bb88c62eefeff270c8e0dbec39b78b9413d,30,211,30,1.0,7.033333333333333,6.06,24,1,0.858,1.0,0.133,0.328,0.407,0.458,64,15.39,985,72.99,1
8ca014518f3c9f5207cbf67c729fda24fd56bfe6808d113f96c6138757784b77,30,234,29,0.967,7.8,9.5,41,1,0.872,0.967,0.133,0.424,0.385,0.313,70,15.39,1077,97.41,3
8ca8b188568d5d438d080b69a0b279aeaa39c96bd88d60119842f9a6b609c421,30,143,30,1.0,4.766666666666667,4.28,20,1,0.79,1.0,0.2,0.418,0.436,0.429,65,9.06,589,50.71,1
8dd7d47134248a03ffb88fe97e5ab8501d976a5d539ff01c30727b79ede1424f,30,104,30,1.0,3.466666666666667,4.99,19,1,0.712,1.0,0.7,0.509,0.463,0.373,67,5.39,361,30.75,1
8e1d0f77637db1a526c5ea32811ac905bc0edf833f27383617d0e92137c311c8,30,355,29,0.967,11.833333333333334,12.2,60,1,0.915,0.967,0.1,0.29,0.369,0.489,66,25.8,1703,59.65,3
8e3904b8617f72128e381f7c47cffbfcce6e89ae1d265cef9d41361539b6d930,30,57,30,1.0,1.9,2.56,13,1,0.474,1.0,0.7,0.567,0.446,0.292,62,7.71,478,78.9,2
8eaeced73616477f79c100bb6c71bf34e2e292ae1320adc6620d98b7dd852c97,30,155,30,1.0,5.166666666666667,4.63,16,1,0.806,1.0,0.4,0.442,0.45,0.458,62,12.56,779,27.0,1
8ee6af2e8d2b4ccf84705f72f9aee941ccc549586ada07edc240441026599eb1,29,178,23,0.793,6.137931034482759,6.42,28,1,0.837,0.793,0.207,0.388,0.391,0.374,65,10.57,687,66.03,1
8ef51b9a6ccf7c102010b64120f80a7e12e2c85e72d23bb6a5e7f17ea691093a,20,184,18,0.9,9.2,20.64,90,1,0.891,0.9,0.6,0.415,0.419,0.461,62,10.82,671,54.54,3
8ef8c191f2e6996e5aa2061354fa9581dea5b5ea7334ecf8d7018db50eecfacb,30,180,30,1.0,6.0,6.0,27,1,0.833,1.0,0.233,0.413,0.417,0.264,67,8.22,551,52.19,1
912cdef31b10a5d8886fedd1cb940e3a506126f7c11fbda7202c62b4edb1596b,23,266,22,0.957,11.565217391304348,13.19,44,1,0.914,0.957,0.13,0.285,0.405,0.637,62,20.53,1273,86.8,3
9181e670a018653889d5263448f199379588274b90c51348445093423b56396b,30,100,28,0.933,3.333333333333333,2.93,11,1,0.7,0.933,0.4,0.567,0.432,0.291,65,5.66,368,62.16,1
91f4b01a80c26aa9a1fb14e48590dc76c949dc800166da4e8c7f86d5085b9a8c,30,115,29,0.967,3.8333333333333335,5.49,27,1,0.739,0.967,0.367,0.452,0.447,0.364,70,5.79,405,78.28,1
92e41e237eb721c0e2a38a12e0317eb406b0b8a6b26a4fe8e109279caaac26be,30,167,28,0.933,5.566666666666666,5.37,19,1,0.82,0.933,0.267,0.299,0.369,0.426,67,16.09,1078,80.03,1
9323ada035535298a0de65f40698a45122446c861947978f1be17123ecf09a53,30,156,30,1.0,5.2,4.05,13,1,0.808,1.0,0.2,0.347,0.438,0.507,62,10.52,652,61.57,1
9374207ccca084d388afce33e317d946326f30de271a7aeb78dcdac9c272a2b7,30,256,30,1.0,8.533333333333333,8.76,28,1,0.883,1.0,0.167,0.418,0.429,0.457,67,15.91,1066,38.25,1
938eb3a8b8482b9a5ea52ae013fff264dcb1b4c02a64ac9c39ce3c476be2ffce,30,93,30,1.0,3.1,3.42,17,1,0.677,1.0,0.467,0.577,0.41,0.215,63,5.14,324,49.28,2
93a7aef5296e288f3a39f8c1c0dcb8935c9657f5c87378408e5d1910444e7c70,30,243,20,0.667,8.1,9.61,38,1,0.877,0.667,0.3,0.205,0.325,0.571,66,14.91,984,61.57,0
94a080ccc68a9af23abc6e73036cdfbac704e4a51b312cab20a422e059196d14,30,304,30,1.0,10.133333333333333,12.88,60,1,0.901,1.0,0.133,0.346,0.378,0.369,63,19.24,1212,62.72,3
950ed53de307960251af3e387e595945da87494d2d2edf58b103f58f4ccfef78,30,280,27,0.9,9.333333333333334,13.1,61,1,0.893,0.9,0.133,0.423,0.395,0.388,67,15.9,1065,43.28,3
95944dae06f4e15b8e63e41064092bc51db9f568df5abcdb866112b0a58a759a,30,150,26,0.867,5.0,4.3,17,1,0.8,0.867,0.2,0.469,0.417,0.327,66,9.08,599,82.53,1
95e604186e18386f749a6d26e0868477c65803267b7c4d7bf606f77b8bbe1da4,30,292,28,0.933,9.733333333333333,10.84,54,1,0.897,0.933,0.1,0.368,0.4,0.432,63,18.63,1174,60.89,3
9675bde0231da8d75eeb40196ec9fda32306f8be61e38a1325b034f2472db01e,30,145,30,1.0,4.833333333333333,5.66,27,1,0.793,1.0,0.4,0.423,0.471,0.542,64,9.38,600,62.46,1
97b90813f7f65e2bc5da97e487ad3fdccd2c535dde981f56eb9fa65df89f09e1,30,190,30,1.0,6.333333333333333,8.39,29,1,0.842,1.0,0.4,0.458,0.408,0.269,69,7.71,532,84.29,1
9807fe182f3dc6252a470df9020a7a9041c9c2c07a8b5c5f3f64fdee9b9db3c3,30,37,30,1.0,1.2333333333333334,0.68,4,1,0.189,1.0,0.867,0.832,0.373,0.162,29,2.79,81,44.25,2
98d77a2b714b28f705c31ae807ec9dc0e2e5415b10f7bd6f8791f061b9508e83,30,102,30,1.0,3.4,2.46,12,1,0.706,1.0,0.2,0.397,0.447,0.476,65,7.57,492,50.25,1
98e4c2dd19e0d5bb0d49167121617491082888de5c68db37eb6b6410c40e2d06,30,67,30,1.0,2.2333333333333334,2.84,16,1,0.552,1.0,0.567,0.642,0.46,0.326,64,4.2,269,31.52,2
98f2cbf89ca9e35caeba21247085fffbf9f2ba20ca1fb5eee71d97295acb384b,30,137,28,0.933,4.566666666666666,6.03,32,1,0.781,0.933,0.3,0.441,0.425,0.393,69,8.58,592,68.41,1
9b01ed1b37bb289049750901e55a93a4f206af3b94ce505699381e0df2ca01b2,30,42,30,1.0,1.4,0.67,3,1,0.286,1.0,0.7,0.776,0.382,0.171,63,2.62,165,36.48,2
9c1ee8df1c0a91f0259f13024069c7fd8d7601df3b4b305f358bd8ce161aedb2,30,33,30,1.0,1.1,0.31,2,1,0.091,1.0,0.9,0.885,0.321,0.115,65,2.08,135,33.0,2
9c8737c4d7c6be323f9cca6d673c3b7bdc7c6ed14bf93f7028c4794a90dd2d2b,30,206,28,0.933,6.866666666666666,6.96,30,1,0.854,0.933,0.233,0.347,0.407,0.478,64,16.45,1053,48.43,1
9d0ab0bd68f282cccbcc15239cb561b3eb795501fa9b5ada282ba9ef66d11c06,30,410,29,0.967,13.666666666666666,14.28,50,1,0.927,0.967,0.133,0.328,0.358,0.407,62,27.97,1734,85.98,3
9d6a95a44978b54531ff886fbc804fd7fb16556610f5d7cda0e20841e8a6fc78,30,47,30,1.0,1.5666666666666669,1.33,8,1,0.362,1.0,0.667,0.667,0.475,0.333,41,4.12,169,22.5,2
9de214703fa773e7cec3011c821477e05e32c1c3d4eab44ec9b842eb71efab53,26,96,16,0.615,3.692307692307693,2.66,12,1,0.729,0.615,0.231,0.39,0.411,0.405,65,6.97,453,59.53,0
9ecd8d14b33e6d7b4895b660bfc04f1b62dc5ff8d0361871658026089631b0f4,30,119,30,1.0,3.966666666666667,4.28,19,1,0.748,1.0,0.367,0.442,0.437,0.302,69,7.1,490,78.66,1
9f4b5abbe2f093cb1d0bdedd6522643c44c7532ee6bb1b20f0b7d9b80adc140c,30,229,30,1.0,7.633333333333334,11.21,48,1,0.869,1.0,0.2,0.36,0.386,0.35,67,17.0,1139,83.5,3
9f9e98ca9eca96eb316a42c215c5d7391f7b544e2793176224f4fd0027fb9269,29,199,27,0.931,6.862068965517241,7.0,29,1,0.854,0.931,0.172,0.349,0.403,0.511,66,16.17,1067,57.19,1
9fa16bb176ae097dc1ff36d812d98bec769aa6f3709545c752ce403e0d3acc40,23,272,19,0.826,11.826086956521738,15.26,66,1,0.915,0.826,0.174,0.387,0.362,0.309,67,20.3,1360,53.31,3
a000fa4903a3a8290435e1735ea6773bf2f2a14d1b5e564b6ab0e060b8e38688,29,392,22,0.759,13.517241379310343,33.91,177,1,0.926,0.759,0.31,0.384,0.351,0.312,62,25.5,1581,71.44,3
a0d71096e1d00f354dc73285a2857d8c102850e4ded62fb515f6d2a857e2d8b9,30,278,30,1.0,9.266666666666667,11.17,44,1,0.892,1.0,0.267,0.394,0.383,0.287,65,15.35,998,72.25,3
a10a30e09a154b3836e02982d35e6ed375b3e7b28b0b9c3be317078823e0645a,24,174,21,0.875,7.25,7.89,27,1,0.862,0.875,0.292,0.408,0.41,0.36,65,10.18,662,70.25,1
a130e617c531c4fc301d851ec5e2c416924de5c393fd355aa4d1fd60886308f0,30,255,30,1.0,8.5,12.21,52,1,0.882,1.0,0.167,0.405,0.383,0.288,62,14.77,916,77.49,3
a1355ec991906ace648901e6fc977691e092d5f5dfebc678289c2a68e731c8d5,30,150,30,1.0,5.0,5.17,23,1,0.8,1.0,0.2,0.384,0.441,0.476,62,10.19,632,61.5,1
a1437f4d7c5982c950cc3bb1cfab162aa1470eb7263b45d865b404015088558b,30,172,30,1.0,5.733333333333333,7.03,24,1,0.826,1.0,0.4,0.397,0.404,0.283,65,10.95,712,61.91,1
a1a4b0c316442b879083c61343bcb56ce2233230e64fc4f874ec0f232b2aea68,30,170,30,1.0,5.666666666666667,6.78,34,1,0.824,1.0,0.2,0.498,0.429,0.373,65,10.35,673,46.42,1
a1a57315af0421443e73ff39f4cc4afaabfb05e5c435fafd3504fd91ab223453,30,92,30,1.0,3.066666666666667,3.89,16,1,0.674,1.0,0.6,0.485,0.482,0.488,64,10.86,695,46.5,1
a3151bceaa87cb266eee2e026bb2770086f0767dc10aefbcd31cf526bf21ce24,30,53,30,1.0,1.7666666666666666,0.97,4,1,0.434,1.0,0.5,0.67,0.455,0.284,62,3.06,190,44.25,2
a35833a67176bfc8c1457633e2e41ffb5e4bf6aac7127377e8b9881caf1cf52e,21,71,17,0.81,3.380952380952381,2.64,10,1,0.704,0.81,0.286,0.328,0.398,0.481,65,4.77,310,47.22,0
a424f1f01cfab62373257c0cb81da9502e4d88af9bb5f68ac4794f8fef3c2b85,30,253,25,0.833,8.433333333333334,9.0,41,1,0.881,0.833,0.133,0.314,0.379,0.482,70,16.41,1149,68.5,3
a4961676983a10f9ed67219d049b3165dcde4dd74aa3594f3e8fa2abcc32426d,30,49,30,1.0,1.6333333333333333,0.96,5,1,0.388,1.0,0.6,0.707,0.44,0.247,62,2.87,178,48.54,2
a50b5be5f4ff7ea94290013a66e36e6dea9aed76a2d5c4bef41e28b4ad4503ed,30,259,26,0.867,8.633333333333333,11.57,62,1,0.884,0.867,0.067,0.315,0.394,0.511,70,15.13,1059,48.56,3
a559ffbbf797ae704128bdc877cc92716fb9da80d0c9f0ec6e42c23e4652d0f8,30,72,30,1.0,2.4,2.04,9,1,0.583,1.0,0.5,0.51,0.452,0.351,65,7.0,455,72.56,2
a5a72f3838b3d70874ac4a07223544c0dcfa9e2358c85d6b628f44940c1e3e92,30,122,30,1.0,4.066666666666666,6.02,27,1,0.754,1.0,0.633,0.491,0.464,0.418,63,8.25,520,56.0,1
a5cbc7664ddb2af6fbcdae5b4477be47e3b3ebdf327bd9626ee1a972eab6fb26,30,170,24,0.8,5.666666666666667,5.25,21,1,0.824,0.8,0.233,0.417,0.401,0.353,66,10.74,709,68.35,1
a5f6e28cca214fb60a873fd4b27ea02bbef08b5bde05f4ba831b790a54a2435c,30,204,29,0.967,6.8,8.07,40,1,0.853,0.967,0.233,0.395,0.404,0.319,66,16.53,1091,72.17,1
a6a3c7cd213abce3011b8586afbd7b8153dd29aee2c2f52688ef8ef895eaabb0,30,123,30,1.0,4.1,5.16,28,1,0.756,1.0,0.233,0.415,0.449,0.393,63,8.37,527,59.05,1
a760753ae6f157dc0a1ec4605604231d91dcf2e1ef4470ca3dbbe91cbb24c044,28,113,18,0.643,4.035714285714286,4.34,21,1,0.752,0.643,0.25,0.381,0.394,0.33,63,8.6,542,94.0,0
a8fe4ea49ae559b638cbfe1199ef8800b747a66a58a1bc39cb10c8ed4508944a,30,189,18,0.6,6.3,5.68,19,1,0.841,0.6,0.2,0.321,0.364,0.396,66,17.44,1151,69.8,0
a911b94c45c75c9742f985664b28a5e51c9562b9423efe24b3b1ea0da99ea920,30,34,30,1.0,1.1333333333333333,0.35,2,1,0.118,1.0,0.867,0.966,0.156,0.018,64,1.77,113,44.25,2
a93225fd1f7ce130f94e7ab6e4784eeb6e080b9396bfb658085528b517e39757,30,745,24,0.8,24.83333333333333,24.33,101,1,0.96,0.8,0.033,0.199,0.314,0.618,68,40.81,2775,35.0,3
aa3e744d9ea1bfef5bac5c29b695be41bbe453b6bf59bb5ff04d04fe3ddb9b7e,30,285,30,1.0,9.5,20.07,108,1,0.895,1.0,0.333,0.385,0.361,0.269,69,14.9,1028,76.25,3
aacfa383279c3315e3ceca1c24001612eae1e4b1a43330f2fa02fd448184748a,30,99,30,1.0,3.3,3.02,14,1,0.697,1.0,0.3,0.446,0.44,0.383,63,6.81,429,44.25,1
ad1624c5c3a02a3a3b3dcb044b912998b64ca2e7cd54abe79476f86a41a3234b,30,108,30,1.0,3.6,4.54,23,1,0.722,1.0,0.367,0.523,0.445,0.345,67,6.34,425,55.71,1
ad6fc94e2a663a8989f7238cc0e2427eb8b8ff0a464fff43d68ee9e1ac82aac4,30,103,30,1.0,3.433333333333333,3.21,14,1,0.709,1.0,0.367,0.572,0.456,0.349,65,6.62,430,51.31,1
adb9f7d3adbec0b1c145469d1272d3d68d27b0496351121d7f3edec48dffdb99,30,330,30,1.0,11.0,15.27,66,1,0.909,1.0,0.367,0.406,0.377,0.263,69,26.33,1817,75.67,3
aef22050d9d0c9c04b31417e8d17415239847cd2b4f0b0010265a9a2261368eb,26,172,24,0.923,6.615384615384615,7.24,24,1,0.849,0.923,0.231,0.397,0.402,0.426,70,10.6,742,48.65,1
aeff5cdc8c731a2b16beb6f260aeeca455401bc2ddb229aa87a464475f95b1ca,30,49,30,1.0,1.6333333333333333,1.19,5,1,0.388,1.0,0.7,0.719,0.449,0.273,65,2.88,187,54.53,2
aff3f9448ca917cc6f9b0fa8f92a2dadcee4f890337259421ce866e71ff22c49,30,119,30,1.0,3.966666666666667,4.99,26,1,0.748,1.0,0.333,0.512,0.427,0.297,65,6.95,452,76.45,1
b0638251b9699e7b5a85e9527482039e03615390eeb70d93e7de298bfb0b8135,17,47,0,0.0,2.764705882352941,2.17,7,1,0.638,0.0,0.471,0.336,0.388,0.358,62,4.63,287,51.94,0
b2739ffce4a91e9880373035f1a135a3772577ebe8a9e985482de17ccedccefd,30,210,29,0.967,7.0,5.18,18,1,0.857,0.967,0.133,0.436,0.399,0.343,64,12.19,780,76.53,1
b2a86b80a5c45b9984072faf901f8f575e7c2884dc2188e770a0dfbb1677011c,30,329,30,1.0,10.966666666666669,12.55,64,1,0.909,1.0,0.033,0.27,0.35,0.457,70,26.26,1838,66.59,3
b2c90b16a2864cf16993f00192cdb13ee656ac6cd53f745acd473a25224cd05d,30,131,30,1.0,4.366666666666666,5.68,24,1,0.771,1.0,0.367,0.482,0.429,0.351,62,8.03,498,58.25,1
b38b4152f7aa7e5d4cc14966d15e1671b57bc61845d758b5ad3992d783cff806,20,100,20,1.0,5.0,5.64,20,1,0.8,1.0,0.55,0.339,0.439,0.562,54,8.74,472,50.75,1
b43a0433ebcd4615d10b350555c5aae6a34f0b8dd322cdf508fd58dd4ff0b5c5,30,312,29,0.967,10.4,13.05,63,2,0.904,0.967,0.0,0.42,0.359,0.248,70,17.07,1195,64.75,3
b65b6d24572830c97c47256ad70692e4abc7c290ffa8cefe322be469accd8d5e,30,270,30,1.0,9.0,11.47,45,1,0.889,1.0,0.267,0.369,0.369,0.303,66,20.61,1360,66.34,3
b673e054a9c64d69cfb8dc56e028d129e4a5ed88dd2e6accf107182f7756c332,18,69,11,0.611,3.8333333333333335,3.47,12,1,0.739,0.611,0.389,0.348,0.431,0.49,63,6.44,406,74.8,0
b6d1c1a2a9ceb6f2fe941cb2f5ce2a4c9f178b1f99e12966a31544030d689915,10,29,9,0.9,2.9,1.37,5,1,0.655,0.9,0.1,0.575,0.435,0.302,42,3.05,128,68.41,0
b7214630d2a3008ffaeaefb61f0c42181fe57bbda882a201339a668d02eae47c,30,158,30,1.0,5.266666666666667,5.47,20,1,0.81,1.0,0.233,0.412,0.432,0.442,64,11.08,709,30.0,1
b83f22b6c073f282fc8e9556f47e3cb0ecb74d950973838f47c4837826ff08e0,30,157,30,1.0,5.233333333333333,6.63,30,1,0.809,1.0,0.233,0.384,0.453,0.544,63,12.57,792,52.03,1
bb0c30cc3cd79a7b954b6a58338b43ab5c258562b868a12e26fa432eed432da9,30,99,30,1.0,3.3,3.96,17,1,0.697,1.0,0.567,0.511,0.472,0.424,65,5.28,343,36.31,1
bc1fc1980b744f6ddef463c42fe1a38facfc6bab71fd00d339b19943d55c3136,30,80,30,1.0,2.6666666666666665,2.56,14,1,0.625,1.0,0.367,0.589,0.429,0.204,67,4.57,306,90.0,2
bc62c7cd2cb19dae74f15b14964b6eb3942104662a21d5ba91eac861ea67bbe2,30,182,30,1.0,6.066666666666666,5.15,18,1,0.835,1.0,0.133,0.417,0.436,0.419,63,9.57,603,48.25,1
bc7fef2cefba2315bb3b68531dc5dcb4a490a3a089fdceb6802c0198959c0e19,30,154,30,1.0,5.133333333333334,6.51,32,1,0.805,1.0,0.2,0.429,0.417,0.364,67,9.39,629,89.25,1
bc936a5c28b8adc029346c5de72dd91b78f5101bda51d6631648d15e84d1bd23,30,174,27,0.9,5.8,7.31,32,1,0.828,0.9,0.267,0.398,0.388,0.33,63,11.44,721,80.75,1
bd41cbdc04707f80b319802470a1871b99d36766f9d020cc0f9a569a4d1bb54b,30,392,29,0.967,13.066666666666666,12.17,49,2,0.923,0.967,0.0,0.298,0.375,0.532,63,25.35,1597,68.44,3
bd5b4475ad702f1f3a58eaa229a8fa29ec0b6285a8be138c21f57edb3024b86d,30,195,29,0.967,6.5,7.61,39,1,0.846,0.967,0.167,0.354,0.426,0.502,67,13.1,878,61.31,1
bd7739509fa70c858197ea24926c2c696b797f60240eac8fe389b1d67ce663be,30,557,25,0.833,18.566666666666663,19.79,77,1,0.946,0.833,0.133,0.31,0.342,0.384,70,29.96,2097,61.66,3
bd967167b9a70cc58353beeb439070461fdb8560c896ff070e6900aa37187d74,30,49,27,0.9,1.6333333333333333,2.41,11,1,0.388,0.9,0.933,0.683,0.465,0.312,65,2.28,148,28.5,2
be42cc28c4a3e5675539645ce90caa0d1a62b727d8ff787c2a55738108e24067,30,148,29,0.967,4.933333333333334,6.23,32,1,0.797,0.967,0.167,0.459,0.446,0.438,63,9.79,617,32.03,1
bea1e98706cb0c098679e0e5aa145a97f9fd3d7921ca9758fd3b2a3cda16923b,30,127,29,0.967,4.233333333333333,6.15,25,1,0.764,0.967,0.367,0.546,0.415,0.216,67,5.76,386,79.25,1
bee686e3fcc9f3886386d09a5bbd6f4779d852c8bb282b0b6185be70704d9207,30,154,30,1.0,5.133333333333334,6.98,38,1,0.805,1.0,0.233,0.479,0.422,0.288,65,9.54,620,85.8,1
bfe01fd74f4a333b18002bc2d02ce800bee2e244cc59a5156ca3fcc5a0cdce00,30,228,30,1.0,7.6,8.39,38,1,0.868,1.0,0.2,0.32,0.383,0.445,69,19.41,1339,73.25,3
bfed65e0ee3b331187d31bd503dcbad42f17bf749b37c34f64cf8bbc3007073c,27,166,23,0.852,6.148148148148148,6.72,31,1,0.837,0.852,0.222,0.361,0.383,0.408,65,14.38,935,70.48,1
c220777a3969d97f8c08265becbb6fcd9bddfab7c48456e450fed01101f16a76,30,115,29,0.967,3.8333333333333335,2.76,11,1,0.739,0.967,0.267,0.414,0.446,0.456,70,8.34,584,43.94,1
c225c8dca6a511c7d7cd7e90387054ff2eb038204ac60e3d886bfd9843c06434,30,119,26,0.867,3.966666666666667,3.7,15,1,0.748,0.867,0.333,0.516,0.422,0.243,69,6.14,424,87.16,1
c24628e0c17541c8eb1047d754441068030a058892e09b1e2281c6ab162a6252,30,96,30,1.0,3.2,2.64,10,1,0.688,1.0,0.367,0.573,0.411,0.188,63,6.17,389,88.53,2
c24802aafcbbb5d0d9f4ff58778800955e3c56280ac70345100d3a9a6ea2653f,30,301,27,0.9,10.033333333333331,8.1,27,1,0.9,0.9,0.1,0.255,0.375,0.611,64,24.44,1564,44.0,3
c340795ecfb6a9a8b2c5645fee8a298cf8b72faaffd737d7fe11880114eef4e5,30,119,30,1.0,3.966666666666667,4.52,21,1,0.748,1.0,0.333,0.427,0.463,0.407,61,7.46,455,56.0,1
c38594bec27d288cfe5bd031cde0cff4c46de188336f74ff3f79854c88c65b00,30,96,30,1.0,3.2,2.62,10,1,0.688,1.0,0.3,0.439,0.456,0.475,64,6.88,440,63.31,1
c3b000875e19cdb87af3a1f4f1201b93b27c421f93754d5944e248f626e555e8,20,21,20,1.0,1.05,0.22,2,1,0.048,1.0,0.95,0.87,0.341,0.13,55,1.84,101,54.25,2
c4776c88a7dc61ac8c990cbf8584ae5b95963474d6a2ec981fa2b1d62aa40d40,30,169,28,0.933,5.633333333333334,6.15,32,1,0.822,0.933,0.2,0.444,0.399,0.293,62,10.24,635,89.25,1
c47ebe72dc3a2893a15174a6c093f4acad7a077df6fa698b3d4c316d8b2ab325,30,127,30,1.0,4.233333333333333,3.87,15,1,0.764,1.0,0.267,0.542,0.411,0.244,68,7.13,485,79.69,1
c547e37e3c5d2add9a3cb5fdeecfbc779e0ee9d6a7dbb489c799cc94e7b9abd2,30,214,30,1.0,7.133333333333334,6.19,25,1,0.86,1.0,0.133,0.367,0.388,0.407,65,18.23,1185,75.94,1
c553dc3283c858d600428ab9da98653a77b7cd25b18d42f7e342f50e3dd2811d,30,224,30,1.0,7.466666666666667,8.09,38,1,0.866,1.0,0.067,0.368,0.402,0.426,65,13.77,895,71.44,1
c55412dfec4229257b7e5b9f351aded8bf89457addeb8f6e6e349f74aee27674,30,150,30,1.0,5.0,6.21,26,1,0.8,1.0,0.333,0.375,0.417,0.398,64,13.12,840,84.91,1
c564abeebce244fd96023eb0bb99dbcdf4fdaea1d606463c3d4879e06a99dda6,30,109,27,0.9,3.633333333333333,3.9,20,1,0.725,0.9,0.267,0.45,0.445,0.418,66,5.88,388,33.53,1
c58e4714a03093fccf1fd914aff61ef2d0b0c24eea4a89635b5f8d74953c6058,30,53,30,1.0,1.7666666666666666,1.74,9,1,0.434,1.0,0.667,0.705,0.435,0.259,65,3.35,218,54.75,2
c602660fc0ddd630f6a203a3d61742439eb7d3c4c33d31ccb57e410bbb67e844,30,291,27,0.9,9.7,7.86,26,1,0.897,0.9,0.033,0.343,0.404,0.498,61,23.49,1433,81.7,3
c60dc7a742e43b815ba4c4f14ae3efd67b9ffc810c971c92a48a3b3cbc6d5919,29,319,14,0.483,11.0,10.7,38,1,0.909,0.483,0.103,0.225,0.322,0.522,63,21.05,1326,73.81,0
c680435725f2cafc681abd19b42f002d0f35298c929bbd106403609fc6261bee,30,190,29,0.967,6.333333333333333,6.72,25,1,0.842,0.967,0.167,0.381,0.421,0.469,70,10.57,740,53.44,1
c6b3efc496c7eabd69a2596c96fb7bacc652d49811a4be0df0bb37196a37ea02,24,201,15,0.625,8.375,6.38,24,1,0.881,0.625,0.083,0.275,0.37,0.532,67,18.84,1262,74.43,0
c7b796ac04b2f8db027f6a7f45dd803df85918a8b62494790efa974beaf3838c,30,132,30,1.0,4.4,2.81,13,1,0.773,1.0,0.1,0.427,0.453,0.476,60,10.7,642,57.97,1
c7e19683c93c7fcbfab6f259ebe943a44204981dbf5af4dfc37ef26961758906,21,387,16,0.762,18.428571428571427,15.89,58,3,0.946,0.762,0.0,0.189,0.326,0.618,65,26.05,1693,65.97,3
c7eebe4bcc4f85762fa3ddbb203411f48f8a0f05ed163ddb5e6c38e5f1d24531,30,39,30,1.0,1.3,0.84,5,1,0.231,1.0,0.833,0.788,0.412,0.212,63,2.32,146,67.22,2
c80057fddc67ce687c85a006cf65e59346bc5059721fa241b2473a84301c2327,30,188,28,0.933,6.266666666666667,7.65,34,1,0.84,0.933,0.133,0.466,0.454,0.449,70,10.87,761,36.16,1
c80ce14c9557948735506042bc724190d056b1ab66b5dac4e2ae3c87b31ca0b1,30,188,30,1.0,6.266666666666667,8.06,39,1,0.84,1.0,0.4,0.357,0.416,0.47,69,12.39,855,45.96,1
c8d01afd1e4a742fb48896441f92f6f4f1c21f02b0059b58f21e1c6efb099eb2,30,156,30,1.0,5.2,6.27,31,1,0.808,1.0,0.233,0.409,0.421,0.387,61,10.02,611,89.48,1
c8f2ba8a3b50884964255d406a7f4c232ec3efe6c021514cd273a4c1726dbfd2,20,47,20,1.0,2.35,3.31,14,1,0.574,1.0,0.7,0.502,0.465,0.431,67,5.51,369,63.46,2
c92956e2fca1ca7ed686bda9b6fc3d11a9e75795107d24b4df9333b5818c4b5a,30,62,30,1.0,2.066666666666667,2.27,10,1,0.516,1.0,0.733,0.586,0.447,0.312,65,4.05,263,61.9,2
c96a5d8ae5170d9ab1ece6a261b881357860a04dc8d76bc2ca0619cc4d4787ea,30,164,30,1.0,5.466666666666667,4.96,23,1,0.817,1.0,0.167,0.486,0.425,0.357,61,11.61,708,93.5,1
ca1b7797566e850c3e583a2fbda610a51d5504ca9b0d611a0a3e2770c912d52d,30,237,27,0.9,7.9,6.48,23,1,0.873,0.9,0.2,0.356,0.407,0.459,69,13.64,941,48.0,1
ca1ed2c1cad95f5fb926db06e52ebe6cec3f19485a7cf130b24dcfe1f2c26e24,30,172,27,0.9,5.733333333333333,5.16,20,1,0.826,0.9,0.133,0.355,0.399,0.384,68,11.59,788,79.41,1
cb9c781c1377cf1efb68cb9ed6a56076672fc54f47d35adda6a211d23655d118,30,150,30,1.0,5.0,6.44,29,1,0.8,1.0,0.333,0.503,0.38,0.208,64,9.53,610,84.81,1
cc85c37cc89ca6e99038e1f8bc4201ab2cb7573d16d73e5d3dbc97789d16b856,28,362,14,0.5,12.928571428571429,9.78,37,1,0.923,0.5,0.036,0.183,0.308,0.642,67,30.24,2026,29.25,0
cd0612712f91182ead3aaf4339a2f2779c5bc8abb6c6336ed0a8c66530144b9c,30,177,25,0.833,5.9,4.94,22,1,0.831,0.833,0.233,0.387,0.439,0.488,70,9.94,696,45.66,1
cdd0ad20946b8bdd886db177aea59e7b1770a2881dd8cbbcdb7dc5adcf5730e1,30,106,27,0.9,3.533333333333333,5.03,28,1,0.717,0.9,0.333,0.481,0.406,0.287,68,6.0,408,95.25,1
ced739e4e1a362fc62756d77256feff26dd7710998469ff13eb02104da2038d2,29,229,22,0.759,7.896551724137931,10.47,52,1,0.873,0.759,0.241,0.282,0.397,0.589,62,14.98,929,41.75,3
cef23c3f251969f778435219b38afa60f2e41b3927e82fa6d43de8c59f93f883,30,196,25,0.833,6.533333333333333,4.62,16,1,0.847,0.833,0.067,0.327,0.383,0.391,66,10.09,666,71.09,1
cf13a4b65841c7dceb8412708517c5be0cdedb328ac511655c4a95ee813d548b,26,240,22,0.846,9.23076923076923,9.77,39,1,0.892,0.846,0.154,0.315,0.375,0.485,67,16.22,1087,38.25,3
